11740000,0.2108,142.001,330.985,27.945,115.511,1.3865315,259.64,128.07,265.3
23629000,0.4062,169.226,279.769,151.413,314.223,0.4841223,743.61,81.2,81.17
23942000,0.2552,354.541,165.352,158.189,309.199,0.4743772,758.89,88.72,87.4
23401000,0.2546,26.416,233.375,164.994,114.854,0.4903501,734.17,80.98,88.32
21254000,0.2332,95.772,253.384,148.693,15.959,0.5716125,629.8,144.92,110.12
11164000,0.1624,269.393,230.352,27.882,219.181,1.4942407,240.93,144.79,301.94
24099000,0.2796,23.909,107.962,147.08,283.104,0.4744232,758.82,120.06,89.03
7504000,0.2435,217.147,313.051,42.977,192.288,2.7688033,130.02,686.41,528.39
23814000,0.4156,288.882,135.272,152.781,280.575,0.4781658,752.88,76.9,79.23
23363000,0.2523,231.54,94.756,165.253,305.114,0.4915209,732.42,81.04,88.59
23181000,0.2503,243.878,267.454,165.155,134.24,0.4974208,723.73,81.66,89.52
21106000,0.2296,134.505,215.956,148.759,29.834,0.5775515,623.32,147.17,111.64
23565000,0.2466,218.934,255.702,165.121,43.864,0.485149,742.04,80.76,87.67
21272000,0.2152,64.727,213.675,149.411,269.613,0.5699784,631.6,145.78,111.18
23286000,0.2655,10.274,267.136,164.914,317.497,0.4941719,728.49,80.51,88.33
23231000,0.2471,116.879,124.941,165.25,130.961,0.4956884,726.26,81.8,89.52
21148000,0.2274,190.862,117.48,148.885,280.956,0.5756381,625.39,144.77,111.16
24037000,0.3152,54.793,142.035,152.364,272.817,0.4730563,761.01,92.33,85
21197000,0.2307,97.023,238.786,148.595,233.022,0.5739872,627.19,147.58,110.93
21297000,0.2095,300.836,131.854,150.74,330.393,0.567904,633.91,136.92,110.64
23317000,0.2627,99.401,105,165.048,8.679,0.4930702,730.12,80.36,88.19
23146000,0.2755,223.631,287.689,150.271,302.47,0.5018735,717.31,111.58,93.3
21039000,0.232,320.635,333.101,148.915,254.297,0.5802269,620.45,144.52,111.71
21158000,0.2807,216.805,204.517,146.004,221.949,0.5782402,622.58,142.35,107.53
23790000,0.3112,61.885,174.044,150.997,116.363,0.481076,748.32,98.08,87.01
23306000,0.2597,44.233,212.853,164.944,60.17,0.4934152,729.61,80.91,88.57
23091000,0.2682,231.92,215.443,165.117,327.729,0.5003695,719.47,80.82,89.25
23575000,0.3445,197.144,236.95,154.164,318.902,0.4866038,739.82,85.66,84.87
21033000,0.2258,40.542,256.86,148.585,13.467,0.5806001,620.05,148.06,112.26
23974000,0.4325,59.739,197.676,158.272,173.392,0.4728089,761.41,69.17,76.83
21160000,0.2201,313.183,268.013,151.39,169.962,0.5732248,628.03,130.58,110.42
23352000,0.2495,171.632,39.713,165.015,339.21,0.4918707,731.9,81.4,88.73
23276000,0.2509,9.836,55.937,165.102,30.339,0.4943462,728.23,81.56,89.16
21065000,0.1498,299.482,43.659,154.842,89.749,0.5747808,626.33,127.4,114.52
17056000,0.4317,90.372,337.062,51.624,50.597,0.7889862,456.28,711550.25,112.82
23323000,0.2619,309.685,204.846,165.265,193.558,0.492926,730.33,80.24,88.16
23800000,0.4155,187.429,128.345,150.336,252.611,0.4787365,751.98,80.19,79.71
24482000,0.3313,138.071,33.416,145.173,313.355,0.4634134,776.84,108.39,84.47
23408000,0.2541,330.295,141.667,164.964,295.702,0.4901154,734.52,80.98,88.27
12297000,0.232,173.544,309.734,28.631,294.497,1.2939791,278.21,117.58,241.93
28347000,0.41,165.201,237.932,157.291,344.782,0.3671484,980.53,60.25,62.87
20221000,0.1969,66.338,311.78,147.547,231.489,0.6165779,583.87,181.96,122.74
23929000,0.3624,197.401,260.48,149.589,179.131,0.4766663,755.25,90.17,82.96
23495000,0.2476,90.066,336.636,165.248,176.683,0.4873118,738.75,80.95,88.1
23385000,0.2632,292.662,348.415,165.047,44.321,0.4909185,733.32,80.27,87.93
23042000,0.4299,170.833,258.937,165.073,151.911,0.5026172,716.25,68.06,80.34
17830000,0.4904,13.288,38.543,151.003,65.53,0.735186,489.67,97.93,109.42
21097000,0.2281,57.681,307.563,148.683,16.883,0.5779589,622.88,146.7,111.64
20508000,0.0895,130.894,202.16,146.077,158.247,0.6018719,598.13,506.86,131.88
23533000,0.2552,176.668,223.035,165.116,27.442,0.4862156,740.41,80.17,87.39
23567000,0.2746,255.114,144.222,146.424,41.706,0.4914942,732.46,130.1,92.9
23449000,0.2491,189.23,160.525,165.1,282.871,0.4887995,736.5,81.18,88.33
21004000,0.2267,18.252,312.074,148.673,5.802,0.5817371,618.84,147.06,112.35
23446000,0.2534,31.514,256.027,165.318,250.728,0.4888998,736.35,80.45,87.91
23124000,0.3493,270.154,285.597,153.597,24.866,0.5011321,718.37,87.78,87
